ParticleID,Vignette,Class
04192021_Huron_40_2mm_Rep2_MS_000013_particle_883,04192021_Huron_40_2mm_Rep2_MS_000013_vign000883.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000013_particle_884,04192021_Huron_40_2mm_Rep2_MS_000013_vign000884.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000013_particle_885,04192021_Huron_40_2mm_Rep2_MS_000013_vign000885.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000013_particle_886,04192021_Huron_40_2mm_Rep2_MS_000013_vign000886.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000013_particle_887,04192021_Huron_40_2mm_Rep2_MS_000013_vign000887.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000013_particle_888,04192021_Huron_40_2mm_Rep2_MS_000013_vign000888.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000013_particle_889,04192021_Huron_40_2mm_Rep2_MS_000013_vign000889.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000013_particle_890,04192021_Huron_40_2mm_Rep2_MS_000013_vign000890.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000013_particle_891,04192021_Huron_40_2mm_Rep2_MS_000013_vign000891.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000013_particle_892,04192021_Huron_40_2mm_Rep2_MS_000013_vign000892.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000013_particle_893,04192021_Huron_40_2mm_Rep2_MS_000013_vign000893.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000014_particle_894,04192021_Huron_40_2mm_Rep2_MS_000014_vign000894.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000014_particle_895,04192021_Huron_40_2mm_Rep2_MS_000014_vign000895.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000014_particle_896,04192021_Huron_40_2mm_Rep2_MS_000014_vign000896.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000014_particle_897,04192021_Huron_40_2mm_Rep2_MS_000014_vign000897.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000014_particle_898,04192021_Huron_40_2mm_Rep2_MS_000014_vign000898.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000014_particle_899,04192021_Huron_40_2mm_Rep2_MS_000014_vign000899.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000014_particle_900,04192021_Huron_40_2mm_Rep2_MS_000014_vign000900.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000014_particle_901,04192021_Huron_40_2mm_Rep2_MS_000014_vign000901.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000014_particle_902,04192021_Huron_40_2mm_Rep2_MS_000014_vign000902.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000014_particle_903,04192021_Huron_40_2mm_Rep2_MS_000014_vign000903.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000014_particle_904,04192021_Huron_40_2mm_Rep2_MS_000014_vign000904.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000014_particle_905,04192021_Huron_40_2mm_Rep2_MS_000014_vign000905.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000014_particle_906,04192021_Huron_40_2mm_Rep2_MS_000014_vign000906.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000014_particle_907,04192021_Huron_40_2mm_Rep2_MS_000014_vign000907.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000014_particle_908,04192021_Huron_40_2mm_Rep2_MS_000014_vign000908.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000014_particle_909,04192021_Huron_40_2mm_Rep2_MS_000014_vign000909.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000014_particle_910,04192021_Huron_40_2mm_Rep2_MS_000014_vign000910.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000014_particle_911,04192021_Huron_40_2mm_Rep2_MS_000014_vign000911.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000014_particle_912,04192021_Huron_40_2mm_Rep2_MS_000014_vign000912.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000014_particle_913,04192021_Huron_40_2mm_Rep2_MS_000014_vign000913.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000014_particle_914,04192021_Huron_40_2mm_Rep2_MS_000014_vign000914.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000014_particle_915,04192021_Huron_40_2mm_Rep2_MS_000014_vign000915.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000014_particle_916,04192021_Huron_40_2mm_Rep2_MS_000014_vign000916.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000014_particle_917,04192021_Huron_40_2mm_Rep2_MS_000014_vign000917.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000014_particle_918,04192021_Huron_40_2mm_Rep2_MS_000014_vign000918.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000014_particle_919,04192021_Huron_40_2mm_Rep2_MS_000014_vign000919.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000014_particle_920,04192021_Huron_40_2mm_Rep2_MS_000014_vign000920.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000014_particle_921,04192021_Huron_40_2mm_Rep2_MS_000014_vign000921.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000014_particle_922,04192021_Huron_40_2mm_Rep2_MS_000014_vign000922.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000014_particle_923,04192021_Huron_40_2mm_Rep2_MS_000014_vign000923.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000014_particle_924,04192021_Huron_40_2mm_Rep2_MS_000014_vign000924.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000014_particle_925,04192021_Huron_40_2mm_Rep2_MS_000014_vign000925.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000014_particle_926,04192021_Huron_40_2mm_Rep2_MS_000014_vign000926.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000014_particle_927,04192021_Huron_40_2mm_Rep2_MS_000014_vign000927.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000014_particle_928,04192021_Huron_40_2mm_Rep2_MS_000014_vign000928.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000014_particle_929,04192021_Huron_40_2mm_Rep2_MS_000014_vign000929.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000014_particle_930,04192021_Huron_40_2mm_Rep2_MS_000014_vign000930.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000014_particle_931,04192021_Huron_40_2mm_Rep2_MS_000014_vign000931.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000014_particle_932,04192021_Huron_40_2mm_Rep2_MS_000014_vign000932.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000014_particle_933,04192021_Huron_40_2mm_Rep2_MS_000014_vign000933.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000014_particle_934,04192021_Huron_40_2mm_Rep2_MS_000014_vign000934.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000014_particle_935,04192021_Huron_40_2mm_Rep2_MS_000014_vign000935.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000015_particle_936,04192021_Huron_40_2mm_Rep2_MS_000015_vign000936.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000015_particle_937,04192021_Huron_40_2mm_Rep2_MS_000015_vign000937.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000015_particle_938,04192021_Huron_40_2mm_Rep2_MS_000015_vign000938.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000015_particle_939,04192021_Huron_40_2mm_Rep2_MS_000015_vign000939.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000015_particle_940,04192021_Huron_40_2mm_Rep2_MS_000015_vign000940.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000015_particle_941,04192021_Huron_40_2mm_Rep2_MS_000015_vign000941.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000015_particle_942,04192021_Huron_40_2mm_Rep2_MS_000015_vign000942.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000015_particle_943,04192021_Huron_40_2mm_Rep2_MS_000015_vign000943.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000015_particle_944,04192021_Huron_40_2mm_Rep2_MS_000015_vign000944.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000015_particle_945,04192021_Huron_40_2mm_Rep2_MS_000015_vign000945.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000015_particle_946,04192021_Huron_40_2mm_Rep2_MS_000015_vign000946.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000015_particle_947,04192021_Huron_40_2mm_Rep2_MS_000015_vign000947.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000015_particle_948,04192021_Huron_40_2mm_Rep2_MS_000015_vign000948.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000015_particle_949,04192021_Huron_40_2mm_Rep2_MS_000015_vign000949.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000015_particle_950,04192021_Huron_40_2mm_Rep2_MS_000015_vign000950.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000015_particle_951,04192021_Huron_40_2mm_Rep2_MS_000015_vign000951.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000015_particle_952,04192021_Huron_40_2mm_Rep2_MS_000015_vign000952.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000015_particle_953,04192021_Huron_40_2mm_Rep2_MS_000015_vign000953.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000015_particle_954,04192021_Huron_40_2mm_Rep2_MS_000015_vign000954.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000015_particle_955,04192021_Huron_40_2mm_Rep2_MS_000015_vign000955.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000015_particle_956,04192021_Huron_40_2mm_Rep2_MS_000015_vign000956.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000015_particle_957,04192021_Huron_40_2mm_Rep2_MS_000015_vign000957.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000015_particle_958,04192021_Huron_40_2mm_Rep2_MS_000015_vign000958.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000015_particle_959,04192021_Huron_40_2mm_Rep2_MS_000015_vign000959.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000015_particle_960,04192021_Huron_40_2mm_Rep2_MS_000015_vign000960.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000015_particle_961,04192021_Huron_40_2mm_Rep2_MS_000015_vign000961.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000015_particle_962,04192021_Huron_40_2mm_Rep2_MS_000015_vign000962.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000015_particle_963,04192021_Huron_40_2mm_Rep2_MS_000015_vign000963.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000015_particle_964,04192021_Huron_40_2mm_Rep2_MS_000015_vign000964.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000015_particle_965,04192021_Huron_40_2mm_Rep2_MS_000015_vign000965.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000015_particle_966,04192021_Huron_40_2mm_Rep2_MS_000015_vign000966.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000015_particle_967,04192021_Huron_40_2mm_Rep2_MS_000015_vign000967.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000015_particle_968,04192021_Huron_40_2mm_Rep2_MS_000015_vign000968.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000015_particle_969,04192021_Huron_40_2mm_Rep2_MS_000015_vign000969.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000015_particle_970,04192021_Huron_40_2mm_Rep2_MS_000015_vign000970.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000015_particle_971,04192021_Huron_40_2mm_Rep2_MS_000015_vign000971.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000015_particle_972,04192021_Huron_40_2mm_Rep2_MS_000015_vign000972.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000015_particle_973,04192021_Huron_40_2mm_Rep2_MS_000015_vign000973.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000016_particle_974,04192021_Huron_40_2mm_Rep2_MS_000016_vign000974.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000016_particle_975,04192021_Huron_40_2mm_Rep2_MS_000016_vign000975.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000016_particle_976,04192021_Huron_40_2mm_Rep2_MS_000016_vign000976.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000016_particle_977,04192021_Huron_40_2mm_Rep2_MS_000016_vign000977.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000016_particle_978,04192021_Huron_40_2mm_Rep2_MS_000016_vign000978.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000016_particle_979,04192021_Huron_40_2mm_Rep2_MS_000016_vign000979.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000016_particle_980,04192021_Huron_40_2mm_Rep2_MS_000016_vign000980.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000016_particle_981,04192021_Huron_40_2mm_Rep2_MS_000016_vign000981.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000016_particle_982,04192021_Huron_40_2mm_Rep2_MS_000016_vign000982.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000016_particle_983,04192021_Huron_40_2mm_Rep2_MS_000016_vign000983.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000016_particle_984,04192021_Huron_40_2mm_Rep2_MS_000016_vign000984.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000016_particle_985,04192021_Huron_40_2mm_Rep2_MS_000016_vign000985.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000016_particle_986,04192021_Huron_40_2mm_Rep2_MS_000016_vign000986.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000016_particle_987,04192021_Huron_40_2mm_Rep2_MS_000016_vign000987.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000016_particle_988,04192021_Huron_40_2mm_Rep2_MS_000016_vign000988.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000016_particle_989,04192021_Huron_40_2mm_Rep2_MS_000016_vign000989.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000016_particle_990,04192021_Huron_40_2mm_Rep2_MS_000016_vign000990.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000016_particle_991,04192021_Huron_40_2mm_Rep2_MS_000016_vign000991.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000016_particle_992,04192021_Huron_40_2mm_Rep2_MS_000016_vign000992.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000016_particle_993,04192021_Huron_40_2mm_Rep2_MS_000016_vign000993.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000016_particle_994,04192021_Huron_40_2mm_Rep2_MS_000016_vign000994.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000016_particle_995,04192021_Huron_40_2mm_Rep2_MS_000016_vign000995.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000016_particle_996,04192021_Huron_40_2mm_Rep2_MS_000016_vign000996.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000016_particle_997,04192021_Huron_40_2mm_Rep2_MS_000016_vign000997.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000016_particle_998,04192021_Huron_40_2mm_Rep2_MS_000016_vign000998.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000016_particle_999,04192021_Huron_40_2mm_Rep2_MS_000016_vign000999.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000016_particle_1000,04192021_Huron_40_2mm_Rep2_MS_000016_vign001000.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000016_particle_1001,04192021_Huron_40_2mm_Rep2_MS_000016_vign001001.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000016_particle_1002,04192021_Huron_40_2mm_Rep2_MS_000016_vign001002.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000016_particle_1003,04192021_Huron_40_2mm_Rep2_MS_000016_vign001003.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000016_particle_1004,04192021_Huron_40_2mm_Rep2_MS_000016_vign001004.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000017_particle_1005,04192021_Huron_40_2mm_Rep2_MS_000017_vign001005.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000017_particle_1006,04192021_Huron_40_2mm_Rep2_MS_000017_vign001006.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000017_particle_1007,04192021_Huron_40_2mm_Rep2_MS_000017_vign001007.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000017_particle_1008,04192021_Huron_40_2mm_Rep2_MS_000017_vign001008.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000017_particle_1009,04192021_Huron_40_2mm_Rep2_MS_000017_vign001009.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000017_particle_1010,04192021_Huron_40_2mm_Rep2_MS_000017_vign001010.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000017_particle_1011,04192021_Huron_40_2mm_Rep2_MS_000017_vign001011.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000017_particle_1012,04192021_Huron_40_2mm_Rep2_MS_000017_vign001012.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000017_particle_1013,04192021_Huron_40_2mm_Rep2_MS_000017_vign001013.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000017_particle_1014,04192021_Huron_40_2mm_Rep2_MS_000017_vign001014.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000017_particle_1015,04192021_Huron_40_2mm_Rep2_MS_000017_vign001015.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000017_particle_1016,04192021_Huron_40_2mm_Rep2_MS_000017_vign001016.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000017_particle_1017,04192021_Huron_40_2mm_Rep2_MS_000017_vign001017.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000017_particle_1018,04192021_Huron_40_2mm_Rep2_MS_000017_vign001018.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000017_particle_1019,04192021_Huron_40_2mm_Rep2_MS_000017_vign001019.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000017_particle_1020,04192021_Huron_40_2mm_Rep2_MS_000017_vign001020.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000017_particle_1021,04192021_Huron_40_2mm_Rep2_MS_000017_vign001021.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000017_particle_1022,04192021_Huron_40_2mm_Rep2_MS_000017_vign001022.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000017_particle_1023,04192021_Huron_40_2mm_Rep2_MS_000017_vign001023.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000017_particle_1024,04192021_Huron_40_2mm_Rep2_MS_000017_vign001024.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000017_particle_1025,04192021_Huron_40_2mm_Rep2_MS_000017_vign001025.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000017_particle_1026,04192021_Huron_40_2mm_Rep2_MS_000017_vign001026.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000017_particle_1027,04192021_Huron_40_2mm_Rep2_MS_000017_vign001027.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000017_particle_1028,04192021_Huron_40_2mm_Rep2_MS_000017_vign001028.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000017_particle_1029,04192021_Huron_40_2mm_Rep2_MS_000017_vign001029.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000017_particle_1030,04192021_Huron_40_2mm_Rep2_MS_000017_vign001030.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000017_particle_1031,04192021_Huron_40_2mm_Rep2_MS_000017_vign001031.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000017_particle_1032,04192021_Huron_40_2mm_Rep2_MS_000017_vign001032.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000017_particle_1033,04192021_Huron_40_2mm_Rep2_MS_000017_vign001033.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000017_particle_1034,04192021_Huron_40_2mm_Rep2_MS_000017_vign001034.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000017_particle_1035,04192021_Huron_40_2mm_Rep2_MS_000017_vign001035.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000017_particle_1036,04192021_Huron_40_2mm_Rep2_MS_000017_vign001036.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000018_particle_1037,04192021_Huron_40_2mm_Rep2_MS_000018_vign001037.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000018_particle_1038,04192021_Huron_40_2mm_Rep2_MS_000018_vign001038.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000018_particle_1039,04192021_Huron_40_2mm_Rep2_MS_000018_vign001039.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000018_particle_1040,04192021_Huron_40_2mm_Rep2_MS_000018_vign001040.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000018_particle_1041,04192021_Huron_40_2mm_Rep2_MS_000018_vign001041.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000018_particle_1042,04192021_Huron_40_2mm_Rep2_MS_000018_vign001042.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000018_particle_1043,04192021_Huron_40_2mm_Rep2_MS_000018_vign001043.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000018_particle_1044,04192021_Huron_40_2mm_Rep2_MS_000018_vign001044.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000018_particle_1045,04192021_Huron_40_2mm_Rep2_MS_000018_vign001045.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000018_particle_1046,04192021_Huron_40_2mm_Rep2_MS_000018_vign001046.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000018_particle_1047,04192021_Huron_40_2mm_Rep2_MS_000018_vign001047.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000018_particle_1048,04192021_Huron_40_2mm_Rep2_MS_000018_vign001048.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000018_particle_1049,04192021_Huron_40_2mm_Rep2_MS_000018_vign001049.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000018_particle_1050,04192021_Huron_40_2mm_Rep2_MS_000018_vign001050.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000018_particle_1051,04192021_Huron_40_2mm_Rep2_MS_000018_vign001051.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000018_particle_1052,04192021_Huron_40_2mm_Rep2_MS_000018_vign001052.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000018_particle_1053,04192021_Huron_40_2mm_Rep2_MS_000018_vign001053.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000018_particle_1054,04192021_Huron_40_2mm_Rep2_MS_000018_vign001054.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000018_particle_1055,04192021_Huron_40_2mm_Rep2_MS_000018_vign001055.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000018_particle_1056,04192021_Huron_40_2mm_Rep2_MS_000018_vign001056.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000018_particle_1057,04192021_Huron_40_2mm_Rep2_MS_000018_vign001057.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000018_particle_1058,04192021_Huron_40_2mm_Rep2_MS_000018_vign001058.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000018_particle_1059,04192021_Huron_40_2mm_Rep2_MS_000018_vign001059.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000018_particle_1060,04192021_Huron_40_2mm_Rep2_MS_000018_vign001060.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000018_particle_1061,04192021_Huron_40_2mm_Rep2_MS_000018_vign001061.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000018_particle_1062,04192021_Huron_40_2mm_Rep2_MS_000018_vign001062.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000018_particle_1063,04192021_Huron_40_2mm_Rep2_MS_000018_vign001063.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000018_particle_1064,04192021_Huron_40_2mm_Rep2_MS_000018_vign001064.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000018_particle_1065,04192021_Huron_40_2mm_Rep2_MS_000018_vign001065.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000018_particle_1066,04192021_Huron_40_2mm_Rep2_MS_000018_vign001066.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000018_particle_1067,04192021_Huron_40_2mm_Rep2_MS_000018_vign001067.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000018_particle_1068,04192021_Huron_40_2mm_Rep2_MS_000018_vign001068.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000018_particle_1069,04192021_Huron_40_2mm_Rep2_MS_000018_vign001069.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000018_particle_1070,04192021_Huron_40_2mm_Rep2_MS_000018_vign001070.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000018_particle_1071,04192021_Huron_40_2mm_Rep2_MS_000018_vign001071.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000018_particle_1072,04192021_Huron_40_2mm_Rep2_MS_000018_vign001072.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000018_particle_1073,04192021_Huron_40_2mm_Rep2_MS_000018_vign001073.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000018_particle_1074,04192021_Huron_40_2mm_Rep2_MS_000018_vign001074.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000018_particle_1075,04192021_Huron_40_2mm_Rep2_MS_000018_vign001075.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000018_particle_1076,04192021_Huron_40_2mm_Rep2_MS_000018_vign001076.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000019_particle_1077,04192021_Huron_40_2mm_Rep2_MS_000019_vign001077.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000019_particle_1078,04192021_Huron_40_2mm_Rep2_MS_000019_vign001078.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000019_particle_1079,04192021_Huron_40_2mm_Rep2_MS_000019_vign001079.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000019_particle_1080,04192021_Huron_40_2mm_Rep2_MS_000019_vign001080.png,Calanoid_1
