Vignette,Class
20180509_Huron_129_2mm_rep2_000003_vign001839.png,Calanoid_1
20180508_Huron_117_2mm_rep2_000026_vign004489.png,Bosmina_1
04192021_Huron_40_2mm_Rep2_MS_000019_vign001121.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000027_vign004347.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000011_vign000814.png,Calanoid_1
20220525_FISHI_158_2mm_rep1_KG_000011_vign001697.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000010_vign002972.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000002_vign002401.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000006_vign000632.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000008_vign000715.png,Calanoid_1
20220525_FISHI_158_2mm_rep1_KG_000014_vign001795.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000005_vign002601.png,Calanoid_1
20180514_Huron_157_2mm_rep2_000003_vign002120.png,Chironomid
20180528_Huron_293_2mm_rep2_000010_vign002953.png,Calanoid_1
05182021_Huron_266_2mm_rep1_MS_000038_vign000459.png,Bosmina_1
04192021_Huron_40_2mm_Rep2_MS_000010_vign000769.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000014_vign003252.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000018_vign003593.png,Calanoid_1
20220525_FISHI_158_2mm_rep1_KG_000008_vign001633.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000014_vign000929.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000009_vign002876.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000013_vign000883.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000014_vign000897.png,Calanoid_1
20190527_FISHI_270_2mm_rep2_AO_000031_vign000234.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000019_vign003648.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000003_vign002434.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000021_vign003787.png,Calanoid_1
20180509_Huron_129_2mm_rep2_000013_vign001888.png,Calanoid_1
20190514_FISHI_152_2mm_rep2_AO_000032_vign000172.png,Bosmina_1
20180528_Huron_293_2mm_rep2_000026_vign004266.png,Calanoid_1
20220525_FISHI_158_2mm_rep1_KG_000010_vign001687.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000011_vign003036.png,Bosmina_1
20180528_Huron_293_2mm_rep2_000025_vign004169.png,Calanoid_1
20180508_Huron_117_2mm_rep2_000010_vign004471.png,Herpacticoida
20180528_Huron_293_2mm_rep2_000015_vign003386.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000019_vign003664.png,Calanoid_1
20220525_FISHI_158_2mm_rep1_KG_000012_vign001727.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000018_vign001040.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000021_vign003832.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000007_vign002732.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000026_vign004257.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000026_vign004215.png,Calanoid_1
20180509_Huron_129_2mm_rep2_000020_vign001925.png,Calanoid_1
20190514_FISHI_152_2mm_rep2_AO_000006_vign000043.png,Bosmina_1
20180528_Huron_293_2mm_rep2_000016_vign003418.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000020_vign003758.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000011_vign000803.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000007_vign002728.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000002_vign002412.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000001_vign002261.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000004_vign000584.png,Calanoid_1
20220525_FISHI_158_2mm_rep1_KG_000009_vign001647.png,Calanoid_1
20190514_FISHI_152_2mm_rep2_AO_000011_vign000072.png,Bosmina_1
20180528_Huron_293_2mm_rep2_000018_vign003613.png,Calanoid_1
20180528_Huron_303_2mm_rep1_000005_vign001941.png,Calanoid_1
20180514_Huron_157_2mm_rep2_000045_vign002170.png,Chironomid
20180528_Huron_293_2mm_rep2_000014_vign003269.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000008_vign002762.png,Chironomid
20180528_Huron_293_2mm_rep2_000002_vign002385.png,Calanoid_1
20190514_FISHI_152_2mm_rep3_AO_000039_vign000452.png,Bosmina_1
20180528_Huron_293_2mm_rep2_000025_vign004125.png,Calanoid_1
20190514_FISHI_152_2mm_rep3_AO_000028_vign000390.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000011_vign000799.png,Calanoid_1
20180528_Huron_303_2mm_rep1_000021_vign001979.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000020_vign003736.png,Calanoid_1
20190514_FISHI_152_2mm_rep2_AO_000036_vign000191.png,Bosmina_1
04192021_Huron_40_2mm_Rep2_MS_000008_vign000728.png,Calanoid_1
20220525_FISHI_158_2mm_rep1_KG_000007_vign001584.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000022_vign003908.png,Calanoid_1
20220525_FISHI_158_2mm_rep1_KG_000007_vign001599.png,Calanoid_1
20190514_FISHI_152_2mm_rep3_AO_000026_vign000384.png,Bosmina_1
04192021_Huron_40_2mm_Rep2_MS_000018_vign001042.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000012_vign003110.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000003_vign000540.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000004_vign002482.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000013_vign000870.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000006_vign002645.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000018_vign001038.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000006_vign000628.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000018_vign003584.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000014_vign003281.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000016_vign000979.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000019_vign003661.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000014_vign003301.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000019_vign003686.png,Calanoid_1
20220525_FISHI_158_2mm_rep1_KG_000010_vign001682.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000018_vign003575.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000013_vign003242.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000024_vign004037.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000015_vign003385.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000020_vign003708.png,Calanoid_1
20180509_Huron_129_2mm_rep2_000010_vign001878.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000005_vign002559.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000023_vign003944.png,Calanoid_1
20220525_FISHI_158_2mm_rep1_KG_000012_vign001726.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000028_vign004403.png,Calanoid_1
20190514_FISHI_152_2mm_rep2_AO_000017_vign000104.png,Bosmina_1
20180528_Huron_293_2mm_rep2_000018_vign003603.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000003_vign002467.png,Calanoid_1
20220525_FISHI_158_2mm_rep1_KG_000013_vign001760.png,Bosmina_1
04192021_Huron_40_2mm_Rep2_MS_000011_vign000805.png,Calanoid_1
20220525_FISHI_158_2mm_rep1_KG_000008_vign001629.png,Calanoid_1
20190514_FISHI_152_2mm_rep3_AO_000038_vign000447.png,Bosmina_1
20180528_Huron_293_2mm_rep2_000017_vign003516.png,Calanoid_1
20220525_FISHI_158_2mm_rep1_KG_000006_vign001574.png,Calanoid_1
20220525_FISHI_158_2mm_rep1_KG_000007_vign001591.png,Bosmina_1
20180528_Huron_293_2mm_rep2_000013_vign003173.png,Calanoid_1
20220525_FISHI_158_2mm_rep1_KG_000001_vign001459.png,Bosmina_1
20180528_Huron_293_2mm_rep2_000010_vign002967.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000008_vign002827.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000005_vign002551.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000020_vign003725.png,Calanoid_1
20220525_FISHI_158_2mm_rep1_KG_000009_vign001641.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000021_vign003842.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000008_vign002825.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000008_vign000727.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000020_vign003703.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000024_vign004061.png,Calanoid_1
20220525_FISHI_158_2mm_rep1_KG_000012_vign001731.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000013_vign003234.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000016_vign000990.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000007_vign000664.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000017_vign001019.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000011_vign003068.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000012_vign003159.png,Calanoid_1
20180508_Huron_115_2mm_rep2_000035_vign004532.png,Chironomid
20180528_Huron_293_2mm_rep2_000014_vign003288.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000016_vign000999.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000011_vign003012.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000005_vign000618.png,Calanoid_1
05042021_Huron_140_2mm_rep1_MS_000007_vign002204.png,Calanoid_1
20190514_FISHI_152_2mm_rep3_AO_000010_vign000312.png,Calanoid_1
20180528_Huron_303_2mm_rep1_000004_vign001938.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000003_vign000535.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000006_vign002618.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000016_vign000988.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000018_vign003600.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000016_vign003434.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000018_vign001047.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000022_vign003907.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000016_vign000997.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000009_vign002936.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000007_vign000669.png,Calanoid_1
20220525_FISHI_158_2mm_rep1_KG_000004_vign001546.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000020_vign003754.png,Calanoid_1
20190514_FISHI_152_2mm_rep2_AO_000028_vign000158.png,Chironomid
20180509_Huron_129_2mm_rep2_000016_vign001904.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000017_vign001024.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000003_vign002464.png,Calanoid_1
05042021_Huron_140_2mm_rep1_MS_000009_vign002216.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000026_vign004210.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000014_vign003308.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000004_vign002511.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000008_vign000692.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000019_vign001085.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000007_vign002684.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000019_vign001097.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000007_vign000665.png,Calanoid_1
20180508_Huron_115_2mm_rep2_000032_vign004528.png,Herpacticoida
20180528_Huron_293_2mm_rep2_000008_vign002849.png,Calanoid_1
20190514_FISHI_152_2mm_rep2_AO_000020_vign000127.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000007_vign002746.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000014_vign000933.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000024_vign004101.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000012_vign003086.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000003_vign002474.png,Calanoid_1
20190514_FISHI_152_2mm_rep2_AO_000024_vign000144.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000006_vign000639.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000021_vign003861.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000016_vign003452.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000015_vign000954.png,Calanoid_1
20180509_Huron_129_2mm_rep2_000011_vign001880.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000027_vign004292.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000018_vign003586.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000007_vign000671.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000027_vign004286.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000024_vign004035.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000020_vign003734.png,Calanoid_1
20180508_Huron_115_2mm_rep2_000006_vign004499.png,Herpacticoida
20180528_Huron_293_2mm_rep2_000024_vign004071.png,Calanoid_1
20190514_FISHI_152_2mm_rep3_AO_000019_vign000348.png,Bosmina_1
20180528_Huron_303_2mm_rep1_000002_vign001931.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000016_vign003440.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000010_vign002987.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000007_vign002712.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000018_vign001058.png,Calanoid_1
20180528_Huron_303_2mm_rep1_000032_vign002009.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000007_vign002743.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000027_vign004303.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000006_vign002644.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000001_vign002289.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000021_vign003866.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000016_vign003476.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000021_vign003851.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000014_vign000932.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000002_vign002325.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000015_vign003380.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000015_vign003361.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000028_vign004414.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000026_vign004259.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000007_vign002715.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000022_vign003920.png,Calanoid_1
20180509_Huron_139_2mm_rep1_000110_vign002077.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000002_vign000512.png,Calanoid_1
20180509_Huron_139_2mm_rep1_000092_vign002075.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000010_vign002941.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000016_vign003478.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000011_vign003031.png,Calanoid_1
20190514_FISHI_152_2mm_rep3_AO_000025_vign000379.png,Bosmina_1
20190514_FISHI_152_2mm_rep3_AO_000005_vign000281.png,Bosmina_1
04192021_Huron_40_2mm_Rep2_MS_000009_vign000736.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000026_vign004276.png,Calanoid_1
20190514_FISHI_152_2mm_rep2_AO_000011_vign000071.png,Bosmina_1
04192021_Huron_40_2mm_Rep2_MS_000019_vign001123.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000009_vign000754.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000014_vign003267.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000005_vign002553.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000013_vign000881.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000003_vign002431.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000015_vign000944.png,Calanoid_1
20180528_Huron_303_2mm_rep1_000022_vign001983.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000013_vign003235.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000003_vign000526.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000007_vign002709.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000017_vign003512.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000016_vign001003.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000013_vign000872.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000007_vign002679.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000015_vign003343.png,Calanoid_1
20180528_Huron_303_2mm_rep1_000016_vign001966.png,Calanoid_1
20220525_FISHI_158_2mm_rep1_KG_000001_vign001492.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000017_vign003506.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000010_vign002948.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000007_vign002706.png,Calanoid_1
20180528_Huron_303_2mm_rep1_000030_vign002003.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000026_vign004229.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000022_vign003922.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000012_vign000836.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000010_vign002942.png,Calanoid_1
20190514_FISHI_152_2mm_rep3_AO_000003_vign000268.png,Bosmina_1
20190514_FISHI_152_2mm_rep2_AO_000025_vign000148.png,Bosmina_1
20220525_FISHI_158_2mm_rep1_KG_000014_vign001791.png,Calanoid_1
20220525_FISHI_158_2mm_rep1_KG_000011_vign001710.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000018_vign003587.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000008_vign000691.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000011_vign000828.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000016_vign003458.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000010_vign000792.png,Calanoid_1
20180509_Huron_129_2mm_rep2_000001_vign001832.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000012_vign003096.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000005_vign000607.png,Calanoid_1
20190514_FISHI_152_2mm_rep2_AO_000009_vign000056.png,Bosmina_1
20220525_FISHI_158_2mm_rep1_KG_000007_vign001595.png,Calanoid_1
20190514_FISHI_152_2mm_rep3_AO_000036_vign000433.png,Bosmina_1
20180528_Huron_293_2mm_rep2_000025_vign004149.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000013_vign000868.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000023_vign003939.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000001_vign002324.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000024_vign004033.png,Calanoid_1
20220525_FISHI_158_2mm_rep1_KG_000003_vign001520.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000019_vign001090.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000016_vign003439.png,Calanoid_1
20190514_FISHI_152_2mm_rep2_AO_000015_vign000090.png,Bosmina_1
20190514_FISHI_152_2mm_rep2_AO_000016_vign000097.png,Bosmina_1
20180528_Huron_293_2mm_rep2_000007_vign002713.png,Chironomid
04192021_Huron_40_2mm_Rep2_MS_000003_vign000534.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000027_vign004309.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000001_vign002270.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000012_vign003103.png,Calanoid_1
20220525_FISHI_158_2mm_rep1_KG_000001_vign001481.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000008_vign002799.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000010_vign002954.png,Calanoid_1
20190514_FISHI_152_2mm_rep3_AO_000039_vign000451.png,Bosmina_1
20180528_Huron_293_2mm_rep2_000015_vign003358.png,Calanoid_1
20180514_Huron_157_2mm_rep2_000028_vign002127.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000012_vign003098.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000014_vign000908.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000013_vign000886.png,Calanoid_1
20180528_Huron_303_2mm_rep1_000020_vign001973.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000011_vign000817.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000014_vign000898.png,Calanoid_1
20220525_FISHI_158_2mm_rep1_KG_000011_vign001709.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000021_vign003830.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000018_vign003624.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000008_vign002791.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000013_vign003197.png,Calanoid_1
20190527_FISHI_270_2mm_rep2_AO_000031_vign000235.png,Chironomid
20180528_Huron_303_2mm_rep1_000054_vign002052.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000005_vign000593.png,Calanoid_1
20180508_Huron_117_2mm_rep2_000002_vign004461.png,Bosmina_1
20180528_Huron_293_2mm_rep2_000018_vign003626.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000021_vign003838.png,Calanoid_1
20180509_Huron_129_2mm_rep2_000018_vign001914.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000027_vign004339.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000008_vign002778.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000001_vign002291.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000010_vign002969.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000013_vign003232.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000018_vign003564.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000007_vign002674.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000028_vign004373.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000008_vign002797.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000016_vign003483.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000019_vign001102.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000017_vign001027.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000003_vign002472.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000028_vign004405.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000007_vign002700.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000007_vign000647.png,Calanoid_1
20220525_FISHI_158_2mm_rep1_KG_000004_vign001542.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000001_vign002264.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000018_vign003580.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000016_vign003417.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000009_vign002915.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000006_vign002624.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000001_vign000479.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000004_vign000573.png,Calanoid_1
20190514_FISHI_152_2mm_rep2_AO_000031_vign000169.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000003_vign002418.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000014_vign003259.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000027_vign004287.png,Calanoid_1
20190514_FISHI_152_2mm_rep3_AO_000025_vign000381.png,Bosmina_1
04192021_Huron_40_2mm_Rep2_MS_000016_vign000986.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000005_vign002596.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000016_vign003421.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000008_vign002811.png,Calanoid_1
20220525_FISHI_158_2mm_rep1_KG_000015_vign001814.png,Calanoid_1
20220525_FISHI_158_2mm_rep1_KG_000004_vign001548.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000002_vign002342.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000013_vign003185.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000007_vign002724.png,Calanoid_1
20220525_FISHI_158_2mm_rep1_KG_000012_vign001747.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000015_vign003371.png,Calanoid_1
20180528_Huron_303_2mm_rep1_000014_vign001960.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000018_vign003591.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000005_vign002565.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000026_vign004231.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000022_vign003876.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000013_vign000867.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000009_vign002907.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000019_vign003657.png,Calanoid_1
20180508_Huron_115_2mm_rep2_000005_vign004497.png,Chironomid
20180528_Huron_293_2mm_rep2_000001_vign002286.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000027_vign004325.png,Calanoid_1
20190514_FISHI_152_2mm_rep2_AO_000034_vign000185.png,Bosmina_1
20180528_Huron_293_2mm_rep2_000020_vign003750.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000013_vign003172.png,Calanoid_1
20220525_FISHI_158_2mm_rep1_KG_000011_vign001708.png,Calanoid_1
20220525_FISHI_158_2mm_rep1_KG_000016_vign001828.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000006_vign000636.png,Calanoid_1
20180514_Huron_157_2mm_rep2_000001_vign002116.png,Chironomid
20180508_Huron_117_2mm_rep2_000024_vign004483.png,Herpacticoida
20180528_Huron_293_2mm_rep2_000002_vign002392.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000011_vign002997.png,Calanoid_1
20180514_Huron_157_2mm_rep2_000035_vign002141.png,Chironomid
20180528_Huron_293_2mm_rep2_000005_vign002561.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000016_vign003447.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000023_vign003942.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000021_vign003816.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000021_vign003839.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000021_vign003843.png,Calanoid_1
04072021_Huron_10_2mm_Rep2_AD_000021_vign000005.png,Herpacticoida
20180514_Huron_157_2mm_rep2_000038_vign002148.png,Bosmina_1
20180528_Huron_293_2mm_rep2_000009_vign002894.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000004_vign002543.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000009_vign002887.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000002_vign002339.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000007_vign000650.png,Calanoid_1
05042021_Huron_140_2mm_rep1_MS_000015_vign002234.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000010_vign000779.png,Calanoid_1
20180508_Huron_115_2mm_rep2_000028_vign004523.png,Herpacticoida
20180528_Huron_293_2mm_rep2_000012_vign003108.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000011_vign003034.png,Calanoid_1
